epoch,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
1,96.12244897959184,97.09251101321586,92.05426356589147,90.4950495049505,91.75152749490834,89.23766816143498,94.46764091858037,89.39688715953308,88.50102669404518,88.89990089197225
2,97.24489795918367,98.41409691629956,94.67054263565892,95.54455445544555,95.92668024439918,92.48878923766816,96.65970772442589,94.64980544747081,91.58110882956879,92.86422200198216
3,97.85714285714286,98.76651982378854,94.67054263565892,95.74257425742574,95.010183299389,96.30044843049328,97.49478079331942,95.91439688715953,96.71457905544148,93.26065411298315
4,98.46938775510205,97.79735682819383,96.02713178294573,96.53465346534654,97.65784114052953,96.63677130044843,97.39039665970772,96.01167315175097,96.50924024640658,94.35084241823587
5,98.26530612244898,99.03083700440529,95.25193798449612,97.32673267326733,96.23217922606925,95.96412556053812,97.80793319415449,97.95719844357977,95.07186858316221,96.0356788899901
6,98.57142857142857,99.03083700440529,97.38372093023256,96.33663366336634,97.14867617107943,97.53363228699551,98.32985386221294,97.56809338521401,96.30390143737166,97.22497522299307
7,98.87755102040816,99.47136563876651,96.51162790697674,97.62376237623762,98.16700610997964,97.75784753363229,97.7035490605428,97.66536964980544,97.12525667351129,95.54013875123886
8,98.46938775510205,98.94273127753304,98.15891472868218,97.92079207920793,98.57433808553971,97.75784753363229,98.32985386221294,96.98443579766537,97.22792607802874,95.73835480673935
9,98.36734693877551,99.29515418502203,98.06201550387597,97.32673267326733,98.26883910386965,97.6457399103139,98.32985386221294,97.76264591439688,97.12525667351129,96.13478691774034
10,98.87755102040816,99.47136563876651,97.28682170542636,98.7128712871287,98.26883910386965,97.19730941704036,97.59916492693111,96.98443579766537,97.22792607802874,95.54013875123886
11,98.6734693877551,99.29515418502203,97.18992248062015,97.72277227722772,97.35234215885947,97.75784753363229,98.32985386221294,97.66536964980544,97.43326488706366,97.02675916749257
12,98.77551020408163,99.38325991189427,97.57751937984496,97.42574257425743,97.25050916496944,97.08520179372198,98.53862212943632,96.98443579766537,96.81724845995893,97.9187314172448
13,98.46938775510205,99.29515418502203,97.77131782945736,98.7128712871287,96.23217922606925,96.74887892376681,98.32985386221294,97.85992217898833,97.53593429158111,97.22497522299307
14,98.77551020408163,99.47136563876651,97.28682170542636,98.31683168316832,98.16700610997964,94.61883408071749,98.53862212943632,97.56809338521401,97.74127310061601,95.73835480673935
15,98.57142857142857,99.38325991189427,98.35271317829458,97.92079207920793,97.9633401221996,97.86995515695067,98.32985386221294,97.27626459143968,95.68788501026694,96.23389494549059
16,99.28571428571429,99.38325991189427,96.60852713178295,98.31683168316832,98.57433808553971,98.31838565022422,97.91231732776617,97.27626459143968,97.74127310061601,96.23389494549059
17,97.95918367346938,98.50220264317181,95.93023255813954,97.72277227722772,96.13034623217922,96.63677130044843,98.74739039665971,96.98443579766537,98.56262833675565,97.62140733399406
18,98.77551020408163,99.20704845814979,97.28682170542636,98.61386138613861,98.37067209775968,97.98206278026906,98.22546972860125,97.85992217898833,98.15195071868582,97.32408325074331
19,98.77551020408163,98.8546255506608,98.35271317829458,98.51485148514851,97.55600814663951,96.97309417040358,99.06054279749478,96.59533073929961,98.25462012320328,97.32408325074331
20,98.46938775510205,99.20704845814979,97.38372093023256,97.62376237623762,96.94501018329939,97.75784753363229,98.8517745302714,96.59533073929961,98.4599589322382,97.7205153617443
21,98.6734693877551,99.20704845814979,97.28682170542636,98.01980198019803,97.14867617107943,97.86995515695067,98.22546972860125,97.17898832684826,98.4599589322382,98.21605550049554
22,98.6734693877551,99.20704845814979,98.35271317829458,98.41584158415841,98.77800407331975,97.19730941704036,98.43423799582463,97.85992217898833,97.74127310061601,97.42319127849356
23,98.6734693877551,99.29515418502203,98.25581395348837,97.82178217821782,98.67617107942974,97.19730941704036,98.8517745302714,97.95719844357977,97.84394250513347,98.01783944499505
24,98.36734693877551,98.94273127753304,97.67441860465117,97.32673267326733,97.65784114052953,98.4304932735426,98.64300626304802,96.49805447470817,98.25462012320328,97.12586719524282
25,99.08163265306122,99.20704845814979,96.41472868217055,97.72277227722772,98.57433808553971,97.53363228699551,96.86847599164926,97.76264591439688,97.22792607802874,97.02675916749257
26,99.08163265306122,99.55947136563877,98.06201550387597,97.92079207920793,97.25050916496944,98.54260089686099,98.43423799582463,97.37354085603113,98.4599589322382,97.9187314172448
27,99.38775510204081,99.20704845814979,97.18992248062015,98.51485148514851,97.35234215885947,97.86995515695067,98.53862212943632,98.15175097276264,98.25462012320328,95.44103072348861
28,99.28571428571429,99.29515418502203,98.54651162790698,98.21782178217822,97.65784114052953,98.54260089686099,98.64300626304802,98.24902723735408,98.35728952772074,97.02675916749257
29,99.18367346938776,99.29515418502203,98.35271317829458,98.51485148514851,97.9633401221996,96.74887892376681,99.06054279749478,98.05447470817121,98.25462012320328,98.01783944499505
30,98.87755102040816,99.47136563876651,98.06201550387597,97.92079207920793,97.45417515274949,97.30941704035874,98.22546972860125,97.27626459143968,97.22792607802874,97.9187314172448
31,98.6734693877551,99.20704845814979,96.99612403100775,98.51485148514851,98.4725050916497,98.09417040358744,98.01670146137788,98.24902723735408,98.15195071868582,97.02675916749257
32,98.46938775510205,99.38325991189427,98.15891472868218,96.83168316831683,98.67617107942974,97.42152466367713,98.53862212943632,96.20622568093385,98.56262833675565,97.9187314172448
33,99.38775510204081,99.38325991189427,98.06201550387597,98.91089108910892,98.57433808553971,98.31838565022422,98.22546972860125,97.76264591439688,96.81724845995893,96.63032705649158
34,99.28571428571429,99.64757709251101,98.64341085271317,98.21782178217822,98.16700610997964,97.53363228699551,98.53862212943632,97.95719844357977,98.4599589322382,97.02675916749257
35,99.08163265306122,99.03083700440529,98.44961240310077,98.41584158415841,98.98167006109979,98.20627802690584,98.12108559498957,96.88715953307393,97.22792607802874,96.43211100099109
36,98.87755102040816,99.47136563876651,98.44961240310077,97.12871287128714,98.16700610997964,97.08520179372198,98.8517745302714,98.05447470817121,97.84394250513347,96.33300297324084
37,99.18367346938776,99.47136563876651,97.86821705426357,98.81188118811882,97.35234215885947,98.09417040358744,98.74739039665971,96.10894941634241,96.81724845995893,96.0356788899901
38,99.28571428571429,99.03083700440529,98.06201550387597,98.01980198019803,96.02851323828921,98.76681614349776,97.7035490605428,97.47081712062257,98.25462012320328,98.01783944499505
39,98.77551020408163,98.94273127753304,98.06201550387597,97.22772277227723,98.16700610997964,98.99103139013452,98.8517745302714,97.66536964980544,97.94661190965093,98.01783944499505
40,99.28571428571429,99.64757709251101,98.25581395348837,98.41584158415841,98.06517311608961,97.6457399103139,97.7035490605428,98.15175097276264,97.74127310061601,98.01783944499505
41,99.18367346938776,99.38325991189427,97.96511627906976,98.7128712871287,98.37067209775968,97.53363228699551,98.74739039665971,97.76264591439688,97.74127310061601,96.92765113974232
42,99.08163265306122,99.11894273127753,98.15891472868218,98.11881188118812,98.16700610997964,97.08520179372198,98.74739039665971,98.05447470817121,96.81724845995893,98.51337958374629
43,99.18367346938776,99.29515418502203,97.86821705426357,98.7128712871287,98.77800407331975,96.63677130044843,98.64300626304802,98.5408560311284,97.74127310061601,95.44103072348861
44,99.38775510204081,99.29515418502203,98.06201550387597,97.52475247524752,98.77800407331975,97.98206278026906,98.64300626304802,97.08171206225681,97.12525667351129,96.63032705649158
45,98.77551020408163,99.20704845814979,98.25581395348837,97.62376237623762,97.9633401221996,98.76681614349776,98.64300626304802,97.47081712062257,96.40657084188912,98.1169474727453
46,99.28571428571429,98.94273127753304,98.35271317829458,98.11881188118812,97.65784114052953,98.20627802690584,98.12108559498957,98.05447470817121,97.74127310061601,97.12586719524282
47,99.48979591836735,99.03083700440529,96.89922480620154,98.31683168316832,98.98167006109979,97.86995515695067,98.74739039665971,97.66536964980544,97.63860369609856,97.9187314172448
48,99.28571428571429,99.55947136563877,96.70542635658914,97.72277227722772,98.4725050916497,98.4304932735426,98.8517745302714,97.95719844357977,96.71457905544148,97.9187314172448
49,99.18367346938776,99.20704845814979,98.35271317829458,98.31683168316832,98.37067209775968,98.31838565022422,98.53862212943632,98.5408560311284,97.74127310061601,96.82854311199208
50,98.77551020408163,98.8546255506608,98.44961240310077,98.31683168316832,99.08350305498982,98.4304932735426,98.8517745302714,98.34630350194553,97.84394250513347,97.32408325074331
51,98.9795918367347,98.50220264317181,97.86821705426357,97.82178217821782,98.98167006109979,98.87892376681614,99.26931106471817,98.05447470817121,97.22792607802874,97.22497522299307
52,98.9795918367347,98.94273127753304,97.96511627906976,98.41584158415841,98.57433808553971,96.30044843049328,98.74739039665971,98.63813229571984,98.35728952772074,97.62140733399406
53,98.77551020408163,99.38325991189427,97.67441860465117,98.51485148514851,98.16700610997964,97.86995515695067,98.74739039665971,97.85992217898833,97.94661190965093,97.7205153617443
54,98.9795918367347,99.38325991189427,98.06201550387597,98.21782178217822,98.26883910386965,98.31838565022422,98.95615866388309,96.69260700389106,97.84394250513347,98.21605550049554
55,99.08163265306122,99.03083700440529,98.74031007751938,98.51485148514851,98.26883910386965,97.86995515695067,98.32985386221294,97.27626459143968,98.66529774127311,96.23389494549059
56,99.18367346938776,99.03083700440529,98.93410852713178,99.10891089108911,98.37067209775968,97.53363228699551,97.7035490605428,97.47081712062257,98.04928131416838,96.53121902874133
57,97.95918367346938,99.29515418502203,97.67441860465117,97.62376237623762,98.26883910386965,97.19730941704036,98.64300626304802,98.44357976653697,96.40657084188912,95.14370664023787
58,99.08163265306122,99.20704845814979,98.83720930232558,99.10891089108911,98.57433808553971,96.63677130044843,97.91231732776617,98.05447470817121,98.25462012320328,97.02675916749257
59,99.59183673469387,99.29515418502203,98.54651162790698,98.21782178217822,98.37067209775968,97.98206278026906,99.06054279749478,97.85992217898833,97.43326488706366,97.7205153617443
60,99.38775510204081,99.11894273127753,99.12790697674419,99.00990099009901,98.67617107942974,97.42152466367713,98.74739039665971,98.15175097276264,97.63860369609856,97.81962338949455
61,99.48979591836735,99.20704845814979,98.93410852713178,99.00990099009901,98.4725050916497,97.98206278026906,98.8517745302714,97.95719844357977,98.15195071868582,98.01783944499505
62,99.38775510204081,99.55947136563877,99.03100775193798,97.12871287128714,98.06517311608961,97.53363228699551,98.43423799582463,98.34630350194553,96.71457905544148,97.81962338949455
63,99.59183673469387,99.47136563876651,98.44961240310077,98.21782178217822,97.9633401221996,96.97309417040358,98.22546972860125,98.05447470817121,98.04928131416838,98.31516352824579
64,99.48979591836735,99.29515418502203,97.96511627906976,98.51485148514851,98.16700610997964,97.75784753363229,97.59916492693111,98.34630350194553,97.94661190965093,98.31516352824579
65,99.28571428571429,99.47136563876651,98.64341085271317,98.31683168316832,98.37067209775968,98.31838565022422,97.39039665970772,97.85992217898833,98.35728952772074,96.82854311199208
66,99.08163265306122,98.94273127753304,98.35271317829458,98.81188118811882,98.16700610997964,96.63677130044843,98.01670146137788,96.59533073929961,98.66529774127311,97.02675916749257
67,99.08163265306122,99.20704845814979,98.83720930232558,98.41584158415841,99.38900203665987,98.09417040358744,98.64300626304802,98.15175097276264,98.35728952772074,96.23389494549059
68,99.38775510204081,99.38325991189427,98.35271317829458,98.81188118811882,98.4725050916497,98.09417040358744,98.53862212943632,98.24902723735408,98.04928131416838,97.7205153617443
69,99.38775510204081,99.47136563876651,98.54651162790698,98.81188118811882,98.26883910386965,98.20627802690584,98.32985386221294,98.05447470817121,98.35728952772074,98.41427155599604
70,99.38775510204081,99.55947136563877,98.64341085271317,98.01980198019803,98.16700610997964,97.98206278026906,98.53862212943632,98.15175097276264,98.35728952772074,98.01783944499505
71,98.77551020408163,99.38325991189427,99.2248062015504,98.61386138613861,98.77800407331975,98.20627802690584,98.32985386221294,97.76264591439688,97.94661190965093,97.12586719524282
72,99.08163265306122,97.26872246696036,98.54651162790698,98.41584158415841,98.4725050916497,97.42152466367713,98.32985386221294,98.05447470817121,98.25462012320328,98.01783944499505
73,99.38775510204081,99.11894273127753,98.25581395348837,98.91089108910892,98.98167006109979,97.98206278026906,98.8517745302714,99.22178988326849,97.94661190965093,96.0356788899901
74,99.48979591836735,98.6784140969163,96.70542635658914,98.7128712871287,98.16700610997964,98.20627802690584,98.12108559498957,98.34630350194553,97.74127310061601,97.81962338949455
75,99.59183673469387,99.55947136563877,98.44961240310077,98.91089108910892,98.06517311608961,97.98206278026906,98.64300626304802,97.56809338521401,96.50924024640658,98.1169474727453
76,99.38775510204081,99.38325991189427,98.44961240310077,98.81188118811882,98.06517311608961,97.53363228699551,99.06054279749478,98.15175097276264,97.94661190965093,97.22497522299307
77,99.48979591836735,99.55947136563877,98.35271317829458,98.81188118811882,98.4725050916497,98.65470852017937,98.8517745302714,98.24902723735408,98.04928131416838,98.41427155599604
78,99.59183673469387,99.38325991189427,98.74031007751938,98.91089108910892,98.67617107942974,98.31838565022422,98.53862212943632,98.24902723735408,97.94661190965093,98.21605550049554
79,99.48979591836735,99.29515418502203,98.54651162790698,98.51485148514851,97.86150712830957,97.86995515695067,98.74739039665971,98.5408560311284,98.15195071868582,98.01783944499505
80,99.59183673469387,99.55947136563877,98.44961240310077,98.81188118811882,98.06517311608961,97.75784753363229,98.8517745302714,97.95719844357977,97.94661190965093,98.01783944499505
81,99.59183673469387,99.38325991189427,98.54651162790698,98.7128712871287,98.06517311608961,97.98206278026906,98.74739039665971,98.15175097276264,97.84394250513347,97.52229930624381
82,99.38775510204081,99.38325991189427,98.35271317829458,98.61386138613861,98.06517311608961,97.98206278026906,98.8517745302714,98.15175097276264,97.74127310061601,98.1169474727453
83,99.59183673469387,99.38325991189427,98.35271317829458,98.81188118811882,98.06517311608961,97.75784753363229,98.8517745302714,98.24902723735408,97.84394250513347,97.9187314172448
84,99.59183673469387,99.38325991189427,98.35271317829458,98.7128712871287,97.9633401221996,98.09417040358744,98.74739039665971,98.15175097276264,97.84394250513347,98.1169474727453
85,99.59183673469387,99.47136563876651,98.35271317829458,98.61386138613861,97.9633401221996,98.09417040358744,98.74739039665971,98.15175097276264,97.84394250513347,98.1169474727453
86,99.59183673469387,99.47136563876651,98.35271317829458,98.61386138613861,97.9633401221996,98.09417040358744,98.74739039665971,98.15175097276264,97.84394250513347,98.1169474727453
87,99.59183673469387,99.47136563876651,98.35271317829458,98.61386138613861,97.9633401221996,98.09417040358744,98.74739039665971,98.15175097276264,97.94661190965093,98.1169474727453
88,99.59183673469387,99.47136563876651,98.35271317829458,98.61386138613861,97.9633401221996,98.09417040358744,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
89,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
90,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
91,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
92,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
93,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
94,99.59183673469387,99.47136563876651,98.44961240310077,98.7128712871287,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.94661190965093,98.31516352824579
95,99.59183673469387,99.47136563876651,98.44961240310077,98.81188118811882,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.84394250513347,98.31516352824579
96,99.59183673469387,99.47136563876651,98.44961240310077,98.91089108910892,97.9633401221996,98.20627802690584,98.74739039665971,98.15175097276264,97.84394250513347,98.31516352824579
97,99.59183673469387,99.47136563876651,98.44961240310077,98.91089108910892,97.9633401221996,98.20627802690584,98.74739039665971,98.24902723735408,97.84394250513347,98.31516352824579
98,99.59183673469387,99.47136563876651,98.44961240310077,98.91089108910892,97.9633401221996,98.20627802690584,98.74739039665971,98.24902723735408,97.94661190965093,98.31516352824579
99,99.59183673469387,99.38325991189427,98.44961240310077,98.91089108910892,97.9633401221996,98.20627802690584,98.74739039665971,98.24902723735408,97.94661190965093,98.31516352824579
100,99.59183673469387,99.38325991189427,98.54651162790698,98.91089108910892,97.9633401221996,98.54260089686099,98.74739039665971,98.24902723735408,97.94661190965093,98.31516352824579
